Name,Address,City,State,Zip,source,CISID,cluster_id,confidence
dollar tree 4879,6768 aloma ave,winter park,fl,327926801,flna,42018607,5662,0.997642279
winter park one llc,3011 n goldenrod rd,winter park,fl,327928707,flna,42050690,5663,0.997831345
racetrac 269,6793 e colonial dr,orlando,fl,328075236,flna,42057198,5664,0.991333723
wawa 5113,8049 e colonial dr,orlando,fl,328078401,flna,42058578,5665,0.998213768
wawa 5111,2239 n semoran blvd,orlando,fl,328073707,flna,42064888,5666,0.998213768
circle k 2655675,1801 n goldenrod rd,orlando,fl,328078403,flna,42101660,5667,0.998213768
wawa 5280,4256 aloma ave,winter park,fl,327929364,flna,42303441,5668,0.998213768
fresco y mas 2267,7382 curry ford rd,orlando,fl,328227967,flna,157103,5669,0.997686982
7-eleven 30046,5703 s semoran blvd,orlando,fl,328224813,flna,236160,5670,0.998213768
racetrac 637,5405 s semoran blvd,orlando,fl,328221734,flna,1620420,5671,0.991333723
7-eleven 32669,3148 s goldenrod rd,orlando,fl,328225733,flna,1729297,5672,0.998213768
save-a-lot 124,4075 s goldenrod rd,orlando,fl,328226415,flna,2272989,5673,0.998213768
family dollar 8042,3808 s goldenrod rd,orlando,fl,328225731,flna,2506149,5674,0.994800985
wawa 5103,4700 s goldenrod rd,orlando,fl,328222027,flna,42039058,5675,0.998213768
circle k 2708954,8550 curry ford rd,orlando,fl,328258426,flna,42044530,5676,0.998213768
7-eleven 35825,10254 curry ford rd,orlando,fl,328258735,flna,42046596,5677,0.998213768
murphy express 8597,6150 s goldenrod rd,orlando,fl,328228780,flna,42064898,5678,0.986153722
7-eleven 35766,4715 s goldenrod rd,orlando,fl,328222026,flna,42066977,5679,0.998213768
dollar general 14832,9950 hidden river dr,orlando,fl,328298551,flna,42115800,5680,0.998213768
racetrac 674,10315 curry ford rd,orlando,fl,328258704,flna,42121211,5681,0.991333723
dollar tree 5572,5939 s goldenrod rd,orlando,fl,328228775,flna,42174210,5682,0.998213768
wawa 5182,9955 lee vista blvd,orlando,fl,328298307,flna,42191353,5683,0.998213768
7-eleven 34846,5630 hoffner ave,orlando,fl,328122503,flna,42202825,5684,0.998213768
family dollar 11521,6412 hoffner ave,orlando,fl,328223321,flna,42230575,5685,0.998213768
wawa 5207,10052 curry ford rd,orlando,fl,328258731,flna,42235635,5686,0.998213768
dollar tree 6861,8484 curry ford rd,orlando,fl,328227803,flna,42300706,5687,0.998213768
7-eleven 19322,898 gary hillery dr,winter springs,fl,327086103,flna,1638,5688,0.998213768
cvs 1261,1510 state road 436,winter park,fl,327921502,flna,31763,5689,0.981892228
7-eleven 26299,3690 howell branch rd,winter park,fl,327921742,flna,236041,5690,0.998213768
circle k 9738,5555 red bug lake rd,casselberry,fl,327084905,flna,837604,5691,0.979787052
circle k 2722183,5700 red bug lake rd,winter springs,fl,327084956,flna,42166085,5692,0.998213768
7-eleven 32736,7405 red bug lake rd,oviedo,fl,327657155,flna,1678943,5693,0.998213768
7-eleven 32598,1498 state road 436,casselberry,fl,327076568,flna,1750856,5694,0.998213768
cvs 5163,8315 red bug lake rd,oviedo,fl,327656860,flna,1803671,5695,0.981892228
walgreens 5178,5205 red bug lake rd,winter springs,fl,327084911,flna,1935532,5696,0.989282966
7-eleven 33037,3640 aloma ave,oviedo,fl,327656056,flna,2012869,5697,0.998213768
fancy fruitsproduce,1442 state road 436,casselberry,fl,327076571,flna,2477003,5698,0.997838259
7-eleven 34883,1850 w broadway st,oviedo,fl,327658847,flna,2507519,5699,0.998213768
winter springs mobil,1205 e state road 434,winter springs,fl,327082811,flna,42098131,5700,0.998213768
7-eleven 36964,2970 w state road 426,oviedo,fl,327658526,flna,42104148,5701,0.998213768
speedway 6505,1501 e state road 434,winter springs,fl,327085630,flna,42159726,5702,0.998213768
wawa 5219,1020 w mitchell hammock rd,oviedo,fl,327655414,flna,42235636,5703,0.998213768
walmart sc 943,1241 state road 436,casselberry,fl,327077101,flna,249050,5704,0.985430223
walmart sc imp 943,1241 state road 436 unit 10,casselberry,fl,327077101,flna,1767837,5704,0.971150511
publix 1285,1455 state road 436,casselberry,fl,327076522,flna,2475997,5705,0.998213768
publix 1488,440 n orlando ave,winter park,fl,327892914,flna,42134101,5706,0.998213768
publix 1381,2295 aloma ave,winter park,fl,327923303,flna,20836,5707,0.998213768
publix 1295,2871 clayton crossing way,oviedo,fl,327653426,flna,2473714,5708,0.998213768
walmart sc 5894,5511 deep lake rd,oviedo,fl,327655239,flna,42011101,5709,0.984188026
walmart sc imp 5894,5511 deep lake rd,oviedo,fl,327655239,flna,42011103,5709,0.977709949
walmart nm 5132,5216 red bug lake rd,winter springs,fl,327084912,flna,1169226,5710,0.984118865
walmart nm imp 5132,5216 red bug lake rd,winter springs,fl,327084912,flna,2086523,5710,0.9712721
publix 742,482 e altamonte dr ste 1005,altamonte springs,fl,327014604,flna,1377741,5711,0.932419479
bjs wholesale club,4270 w state road 46,sanford,fl,327719035,flna,1317138,5712,0.997893512
publix 641,5240 w state road 46,sanford,fl,327719230,flna,1818762,5713,0.988312364
walmart sc 3207,1801 rinehart rd,sanford,fl,327716354,flna,2106244,5714,0.977709949
walmart sc imp 3207,1801 rinehart rd,sanford,fl,327716354,flna,2106245,5714,0.977709949
publix 329,81 alafaya woods blvd,oviedo,fl,327656235,flna,271917,5715,0.988312364
publix 675,1801 e broadway st,oviedo,fl,327658597,flna,1925729,5716,0.988312364
publix 1559,443 w county road 419,chuluota,fl,327669518,flna,42271289,5717,0.974904001
sams club 4785,1101 rinehart rd,sanford,fl,327717390,flna,2056175,5718,0.982500842
publix 1304,870 village oak ln,lake mary,fl,327464766,flna,2154747,5719,0.998213768
publix 1127,4195 w lake mary blvd,lake mary,fl,327462410,flna,2266057,5720,0.998213768
walmart sc 857,3653 s orlando dr,sanford,fl,327735611,flna,220085,5721,0.987272603
walmart sc imp 857,3653 s orlando dr,sanford,fl,327735611,flna,1767818,5721,0.975263513
publix 698,601 weldon blvd,lake mary,fl,327463866,flna,1910851,5722,0.988312364
publix 833,825 rinehart rd,lake mary,fl,327464867,flna,2032557,5723,0.988312364
walmart nm 525,825 casa verde blvd,lake mary,fl,327462381,flna,42191619,5724,0.979565271
walmart nm imp 525,825 casa verde blvd,lake mary,fl,327462381,flna,42191620,5724,0.911275586
publix 796,5655 red bug lake rd,winter springs,fl,327085013,flna,157231,5725,0.982088029
publix 493,2100 winter springs blvd,oviedo,fl,327659342,flna,837900,5726,0.988312364
publix 62,1160 e state road 434,winter springs,fl,327082715,flna,2059703,5727,0.962631881
publix 458,4250 alafaya trl ste 148,oviedo,fl,327659430,flna,997503,5728,0.851261199
walmart nm 5106,4255 alafaya trl,oviedo,fl,327659410,flna,2060610,5729,0.984188026
walmart nm imp 5106,4255 alafaya trl,oviedo,fl,327659410,flna,2060611,5729,0.977709949
publix 1387,4000 n goldenrod rd,winter park,fl,327928999,flna,2513600,5730,0.998213768
stop save food st,404 s powerline rd,deerfield beach,fl,334428107,flna,262090,5731,0.986419439
drive thru food mart,6500 stirling rd,hollywood,fl,330242000,flna,821162,5732,0.997924864
city food mart,5400 n dixie hwy,boca raton,fl,334874902,flna,821588,5733,0.995342016
palm beach wine merc,4600 broadway,west palm beach,fl,334072902,flna,822004,5734,0.997889996
10th avenue discount,4295 10th ave n,palm springs,fl,334612310,flna,822068,5735,0.94507581
pk2 quick mart,4101 okeechobee rd,fort pierce,fl,349475411,flna,822313,5736,0.99228704
food mart,3020 s jog rd,greenacres,fl,334672004,flna,847071,5737,0.824930549
am discount beverag,2650 s military trl,west palm beach,fl,334157514,flna,982235,5738,0.997910023
jackson drugs,2301 okeechobee rd,fort pierce,fl,349506597,flna,985136,5739,0.99228704
stop shop,1771 s florida mango rd,west palm beach,fl,334066734,flna,1003128,5740,0.998213768
schaefer drugs,12797 forest hill blvd ste c,west palm beach,fl,334144790,flna,1033848,5741,0.872353077
b quik food store,1921 n federal hwy,boca raton,fl,334329991,flna,1061177,5742,0.608087361
tri county dicsount,5891 s military trl,lake worth,fl,334636920,flna,1112124,5743,0.99373585
lyons market,4450 w hillsboro blvd,coconut creek,fl,330733278,flna,1121762,5744,0.998213768
mr c discount bevera,1203 hypoluxo rd,lantana,fl,334624223,flna,1158215,5745,0.913744092
high spirit liquor,5335 n military trl,west palm beach,fl,334073058,flna,1158996,5746,0.99440068
family dollar 3135,5335 n military trl ste 22,west palm beach,fl,334073036,flna,2018423,5747,0.975095391
food town,5335 n military trl,west palm beach,fl,334073058,flna,2250517,5748,0.584767856
azteca mexican store,102 angle rd,fort pierce,fl,349473342,flna,1182120,5749,0.997713506
disc bev,3600 davie blvd,ft lauderdale,fl,333123440,flna,1209312,5750,0.933612824
farmer food store,15061 s jog rd,delray beach,fl,334461219,flna,1217491,5751,0.998213768
hoques texaco,801 ne 6th ave,delray beach,fl,334835734,flna,1259615,5752,0.429590315
lake wood park marke,5214 turnpike feeder rd,fort pierce,fl,349512023,flna,1276865,5753,0.963645935
food spices,1316 n federal hwy,delray beach,fl,334835920,flna,1295426,5754,0.782227755
super stop 2,2121 n dixie hwy,lake worth,fl,334606258,flna,1367016,5755,0.994859934
dixie wine spirits,2402 n dixie hwy ste 11,lake worth,fl,334606264,flna,42201315,5756,0.984674513
kwik stop 8,1602 n dixie hwy,lake worth,fl,334606281,flna,1614731,5757,0.994469881
union discount groce,382 se 2nd ave,delray beach,fl,334834402,flna,1376262,5758,0.979881942
kwik stop 7,1302 n dixie hwy,lake worth,fl,334601827,flna,1518968,5759,0.9977296
city liquor lounge,5995 w sunrise blvd,plantation,fl,333136802,flna,1604336,5760,0.994800985
mobil congress,721 s congress ave,west palm beach,fl,334064116,flna,1687162,5761,0.99537468
dixie food beverag,5914 s dixie hwy,west palm beach,fl,334054027,flna,1730155,5762,0.998015344
bp davie,2691 davie blvd,fort lauderdale,fl,333123056,flna,42321572,5763,0.997343838
family food inc,6390 johnson st,hollywood,fl,330247722,flna,1829149,5764,0.980591595
"kiko,oil",6381 johnson st,hollywood,fl,330247721,flna,2443238,5765,0.992027343
chevron,5789 margate blvd,margate,fl,330632833,flna,1865965,5766,0.998213768
four points,6706 n state road 7,coconut creek,fl,330734332,flna,1929911,5767,0.452373803
la placita,1508 delaware ave,fort pierce,fl,349503976,flna,1591495,5768,0.99725163
mexican spermarket,2099 w atlantic blvd,pompano beach,fl,330692757,flna,1999969,5769,0.926551044
jensen beach city di,1501 ne jensen beach blvd,jensen beach,fl,349577227,flna,2070949,5770,0.99758935
tip top discount,506 se martin luther king jr blvd,stuart,fl,349946215,flna,2070957,5771,0.998213768
c discount liquor,902 n dixie hwy,lantana,fl,334621895,flna,2102534,5772,0.995731235
farm store 3708,6926 cypress rd,plantation,fl,333172318,flna,2152321,5773,0.99758935
farm store,7761 johnson st,pembroke pines,fl,330246856,flna,2195445,5774,0.997849464
express food mart,10233 se lennard rd,port st lucie,fl,349526884,flna,2198286,5775,0.997080565
treasure island liqu,2305 us highway 441 se,okeechobee,fl,349747323,flna,2214820,5776,0.990611076
center city pharmacy,416 clematis st,west palm beach,fl,334015312,flna,2284147,5777,0.997924864
all for 99 cent mo,1491 s congress ave,delray beach,fl,334456378,flna,2385767,5778,0.997429431
bi-low market,24 nw 8th ave,delray beach,fl,334442681,flna,2403849,5779,0.995012522
community food store,139 nw 5th ave,delray beach,fl,334442652,flna,2331689,5780,0.75759715
bp shine food mart,8020 n wickham rd,melbourne,fl,329405500,flna,2424348,5781,0.704054892
aj discount,4340 se 26th st,okeechobee,fl,349746580,flna,2432708,5782,0.997401774
okeechobee marathon,118 s parrott ave,okeechobee,fl,349742971,flna,2440954,5783,0.982223451
bp,498 s cypress rd,pompano beach,fl,330607136,flna,2443104,5784,0.995825827
northlake liquors,601 northlake blvd,north palm beach,fl,334085311,flna,2444456,5785,0.998213768
orange corner mart,1301 orange ave,fort pierce,fl,349506809,flna,2468447,5786,0.998213768
country corner,2602 us highway 1,vero beach,fl,329605080,flna,2469459,5787,0.998213768
beer liquor store,4469 morrison ave,lake worth,fl,334636936,flna,2478016,5788,0.922438681
palm lakes liquor,6846 w atlantic blvd,margate,fl,330635045,flna,2501355,5789,0.998003364
snappy food store,1196 old dixie hwy,vero beach,fl,329604369,flna,2503672,5790,0.964232266
shell raceway,1850 okeechobee blvd,west palm beach,fl,334094107,flna,2504841,5791,0.998213768
food place,2005 johnson st,hollywood,fl,330203508,flna,42002237,5792,0.996839523
dos hermanos,2715 westgate ave,west palm beach,fl,334094957,flna,42021849,5793,0.997739315
orion gas,505 n state road 7,margate,fl,330634562,flna,42195818,5794,0.997139156
farm store,1621 s cypress rd,pompano beach,fl,330609136,flna,42046184,5795,0.998213768
shakras deli,887 ne jensen beach blvd,jensen beach,fl,349574799,flna,42053622,5796,0.997418404
pts convenience st,3095 s military trl,lake worth,fl,334632108,flna,42053955,5797,0.997877181
royal palm mobil gas,1100 royal palm beach blvd,royal palm beach,fl,334111662,flna,42057953,5798,0.456897505
stop n go,1461 w boynton beach blvd,boynton beach,fl,334263411,flna,42059390,5799,0.805165112
shop save food sto,525 s cypress rd,pompano beach,fl,330607140,flna,42064748,5800,0.9861027
westmoreland gas,1090 se port st lucie blvd,port st lucie,fl,349525377,flna,42066093,5801,0.997658789
mobil,2201 10th ave n,lake worth beach,fl,334616602,flna,42067040,5802,0.567067146
chevron,6901 w broward blvd,plantation,fl,333172920,flna,42078343,5803,0.996567726
spo food market,2300 avenue e,riviera beach,fl,334045546,flna,42081833,5804,0.738532424
peacock liquors,270 nw peacock blvd,port saint lucie,fl,349862270,flna,42085752,5805,0.997956812
city discount bevera,3216 lantana rd,lantana,fl,334622432,flna,42090696,5806,0.993740797
white city store,366 e midway rd,fort pierce,fl,349827148,flna,42093670,5807,0.972737134
mag food mart,2521 forest hill blvd,west palm beach,fl,334065928,flna,42096423,5808,0.738532429
citgo food mart 123,4900 n federal hwy,lighthouse point,fl,330647016,flna,42105685,5809,0.997831345
bobs news books,1515 s andrews ave,fort lauderdale,fl,333162507,flna,42128263,5810,0.998213768
bay shore corner sto,1308 sw bayshore blvd,port saint lucie,fl,349832997,flna,42133321,5811,0.988606095
mak camino real inc,1 e camino real,boca raton,fl,334326105,flna,42138361,5812,0.44763077
mav mart 299(ibc),299 w camino real,boca raton,fl,334325943,flna,1216660,5813,0.726119278
101 liquor unlimited,159 w hillsboro blvd,deerfield beach,fl,334413343,flna,42141971,5814,0.99733609
old time grocery,2866 ne 17th ave,pompano beach,fl,330646869,flna,42177218,5815,0.996950209
bp gas station,1203 s us highway 1,fort pierce,fl,349505133,flna,42186632,5816,0.90114558
amigo supermarket,2455 se bonita st,stuart,fl,349975003,flna,42189785,5817,0.994474411
friends mart llc,3069 2nd ave n,palm springs,fl,334613613,flna,42196101,5818,0.998213768
pasadena drive thru,8100 pasadena blvd,pembroke pines,fl,330243539,flna,42207989,5819,0.998213768
a1a food and beverag,8890 lawrence rd,boynton beach,fl,334362329,flna,42209880,5820,0.997997642
bp sansbury,1991 sansburys way,west palm beach,fl,334111943,flna,42213491,5821,0.998213768
mini mart 980,980 northlake blvd,west palm beach,fl,334032001,flna,42226063,5822,0.99360013
los amigos food mart,625 s dixie hwy,lake worth,fl,334604977,flna,42227176,5823,0.996439159
dlks food mart inc,630 s dixie hwy,lake worth,fl,334604981,flna,42329811,5824,0.998213768
chevron food mart,602 s dixie hwy,lake worth,fl,334604949,flna,2513150,5825,0.967127144
neighbors food mart,1205 10th st,lake park,fl,334032142,flna,42228314,5826,0.998213768
rocket fuel,7301 indrio rd,fort pierce,fl,349512113,flna,42228786,5827,0.998213768
top market,162 w yamato rd,boca raton,fl,334314226,flna,42231661,5828,0.578673542
garcia taqueria y pa,1900 okeechobee rd,fort pierce,fl,349503950,flna,42235016,5829,0.515775681
kwik stop,2200 lake ida rd,delray beach,fl,334452444,flna,42237319,5830,0.998213768
a m beverages 9,704 belvedere rd,west palm beach,fl,334051108,flna,42239241,5831,0.481904924
mahant pharmacy,1550 se floresta dr,port saint lucie,fl,349834069,flna,42243635,5832,0.998213768
sugar land liquor,208 s berner rd,clewiston,fl,334403404,flna,42244951,5833,0.994084001
garcia mexican store,600 6th ave,vero beach,fl,329621659,flna,42245329,5834,0.973037005
seaside deli marke,4635 n ocean blvd,boynton beach,fl,334357327,flna,42246791,5835,0.508516908
u gas station,1201 e commercial blvd,oakland park,fl,333344818,flna,42255976,5836,0.996853769
big lots 553,1003 w state road 84,ft lauderdale,fl,333152433,flna,2053515,5837,0.987156212
a discount beverage,1622 s cypress rd,pompano beach,fl,330609137,flna,42258141,5838,0.997044623
kwik stop food store,4142 sw 64th ave,davie,fl,333143463,flna,42258263,5839,0.544167399
met mart,100 nw airoso blvd,port saint lucie,fl,349831652,flna,42260018,5840,0.985672712
luchis meat market,882 e oakland park blvd,oakland park,fl,333342729,flna,42260062,5841,0.997855425
sams white city,5300 oleander ave,fort pierce,fl,349824029,flna,42261960,5842,0.891557097
boynton wine spirt,1550 n federal hwy,boynton beach,fl,334352810,flna,42261972,5843,0.983370661
sea way food market,1010 seaway dr,fort pierce,fl,349492722,flna,42261979,5844,0.947524547
south county discoun,573 27th ave sw,vero beach,fl,329684202,flna,2156112,5845,0.9977296
speedy beverage mart,735 27th ave sw,vero beach,fl,329684236,flna,42261984,5846,0.997924864
pt express grocery,2843 lake worth rd,lake worth,fl,334614127,flna,42263807,5847,0.973563373
iriss grocery store,3500 okeechobee rd,fort pierce,fl,349474556,flna,42264104,5848,0.997910023
merchant discount fo,6150 s us highway 1,fort pierce,fl,349823934,flna,42266156,5849,0.99758935
grab n go,11380 w sample rd,coral springs,fl,330657055,flna,42271200,5850,0.985555291
mobil mart,1423 n dixie hwy,lake worth,fl,334601828,flna,42274478,5851,0.997056365
a and a discount bev,800 virginia ave,fort pierce,fl,349825829,flna,42278833,5852,0.94362247
chevron (rvpa invest,7380 wiles rd,coral springs,fl,330674117,flna,42282998,5853,0.429590315
hood food mart,510 n 13th st,fort pierce,fl,349508219,flna,42285026,5854,0.995342016
quick stop food mart,704 n 13th st,fort pierce,fl,349508282,flna,42289388,5855,0.998213768
loren food mart,1880 n pine island rd,plantation,fl,333225202,flna,42286092,5856,0.998213768
save more,2010 avenue d,fort pierce,fl,349502748,flna,42286922,5857,0.996988416
star liquors,342 w sugarland hwy,clewiston,fl,334403018,flna,42287509,5858,0.418303281
lake ave acquisition,805 southern blvd,west palm beach,fl,334052529,flna,42288106,5859,0.99029845
superstar grocery,5659 johnson st,hollywood,fl,330215631,flna,42288430,5860,0.994474411
sunnys stop food ma,2300 nw 2nd ave,boca raton,fl,334316750,flna,42291347,5861,0.752152145
mlk food corner mart,1107 s 33rd st,fort pierce,fl,349476310,flna,42293549,5862,0.997787178
delray liquor,14400 s military trl,delray beach,fl,334843720,flna,42295841,5863,0.998213768
winn-dixie 255,14595 s military trl,delray beach,fl,334843730,flna,1677266,5864,0.99341779
boyton grocer,1305 s federal hwy,boynton beach,fl,334356001,flna,42296480,5865,0.998213768
big minni,7321 davie road ext,hollywood,fl,330242456,flna,1666391,5866,0.986618459
grocery express,4207 20th st,vero beach,fl,329602405,flna,42297152,5867,0.99733609
coral ridge corner s,11600 wiles rd,coral springs,fl,330762106,flna,42303463,5868,0.846045435
quick stop 74 inc,115 se 10th st,deerfield beach,fl,334415306,flna,42307423,5869,0.930451214
lucas fuel 1,310 27th ave sw,vero beach,fl,329683262,flna,42307458,5870,0.997778535
hallandale petroleum,126 n federal hwy,hallandale beach,fl,330094353,flna,42307694,5871,0.949007332
abir and sami food m,2243 n 25th st,fort pierce,fl,349461201,flna,42308149,5872,0.997823179
st lucies,285 nw saint james dr,port saint lucie,fl,349831291,flna,42310490,5873,0.992996752
le mobile mart,6315 n us highway 1,fort pierce,fl,349467406,flna,42311427,5874,0.998213768
dan jaz fuel servi,8161 wiles rd,coral springs,fl,330672042,flna,42311722,5875,0.986437619
sss enterprise of fl,1401 10th st,lake park,fl,334032041,flna,42313335,5876,0.995084465
marathon gas station,2801 n federal hwy,pompano beach,fl,330646848,flna,42316211,5877,0.997543752
rocket fuel food mar,100 us highway 1,north palm beach,fl,334085402,flna,42318768,5878,0.892821491
evoke wellness llc,3600 red rd,miramar,fl,330256013,flna,42321917,5879,0.992056727
atlantic amoco,6900 w atlantic blvd,margate,fl,330634321,flna,42328812,5880,0.997411072
usa grocers,2349 nw 9th ave,wilton manors,fl,333112308,flna,42328860,5881,0.997849464
ocean marts,4301 n ocean dr,lauderdale by the sea,fl,333085046,flna,42330358,5882,0.994154215
food market,1421 n palm ave,pembroke pines,fl,330263228,flna,42332297,5883,0.998213768
miller shell mart,1615 us highway 1,vero beach,fl,329605577,flna,42333376,5884,0.998213768
tulip petroleum inc.,3401 sw darwin blvd,port saint lucie,fl,349533873,flna,42339125,5885,0.998026013
seven to seven food,1724 nw 183rd st,miami gardens,fl,330563855,flna,42340858,5886,0.997646451
sunshine food mart,420 us highway 1,vero beach,fl,329621601,flna,42343086,5887,0.998213768
walmart sc 931,5555 20th st,vero beach,fl,329664632,flna,1191554,5888,0.987272603
walmart sc imp 931,5555 20th st,vero beach,fl,329664632,flna,1770224,5888,0.975263513
publix 240,1255 us highway 1,vero beach,fl,329605729,flna,2072808,5889,0.988312364
publix 898,4145 9th st sw,vero beach,fl,329684804,flna,2133554,5890,0.988312364
7-eleven 19605,5050 highway a1a,indian river shores,fl,329631205,flna,1424,5891,0.98984319
cvs 3429,5052 highway a1a,vero beach,fl,329631272,flna,89033,5892,0.979127049
village beach market,4905 highway a1a,vero beach,fl,329631204,flna,89771,5893,0.998213768
7-eleven 25616,2296 us highway 1,vero beach,fl,329605328,flna,202839,5894,0.998213768
hess hometown superm,4105 us highway 1,vero beach,fl,329671554,flna,814549,5895,0.710944653
airport chevron 206,3365 aviation blvd,vero beach,fl,329607906,flna,1678066,5896,0.491708994
gifford food mart,3451 45th st,vero beach,fl,329671690,flna,1729523,5897,0.779002249
walgreens 11737,5298 old dixie hwy,vero beach,fl,329671202,flna,2428430,5898,0.998213768
cvs 5522,2500 53rd st,vero beach,fl,329677609,flna,2439200,5899,0.981892228
zicos inc,5470 45th st,vero beach,fl,329674415,flna,42062315,5900,0.997139156
publix 1374,5230 us highway 1,vero beach,fl,329677608,flna,42070989,5901,0.998213768
family dollar 11055,4490 43rd ave,vero beach,fl,329671001,flna,42198049,5902,0.998213768
publix 284,2040 58th ave,vero beach,fl,329664646,flna,246075,5903,0.988312364
sams club 6520,5565 20th st,vero beach,fl,329664632,flna,1195473,5904,0.982500842
publix 1150,415 21st st,vero beach,fl,329605455,flna,2378189,5905,0.998213768
7-eleven 17204,1400 highway a1a,vero beach,fl,329632306,flna,1416,5906,0.998213768
7-eleven 22868,1201 old dixie hwy,vero beach,fl,329603746,flna,1419,5907,0.998213768
cvs 584,1706 us highway 1,vero beach,fl,329605545,flna,31747,5908,0.94639194
kwik stop 1401 inc,1401 16th st,vero beach,fl,329603613,flna,1348549,5909,0.997306347
kwik stop,1401 nw 31st ave,lauderhill,fl,333115031,flna,1421618,5910,0.997525692
penny hill subs,1179 old dixie hwy,vero beach,fl,329602003,flna,1605651,5911,0.997956812
dollar general 1518,660 21st st,vero beach,fl,329600937,flna,1711742,5912,0.99507767
dollar tree 838,701 21st st,vero beach,fl,329600947,flna,42062820,5913,0.993610144
winn-dixie,2950 9th st sw,vero beach,fl,329684171,flna,1837183,5914,0.99758935
wawa 5201,1180 s us highway 1,vero beach,fl,329625605,flna,42129062,5915,0.998213768
dollar tree 6433,1191 us highway 1,vero beach,fl,329605790,flna,42211548,5916,0.998213768
dollar general 16714,580 us highway 1,vero beach,fl,329621603,flna,42227229,5917,0.998213768
7-eleven 10386,1976 43rd ave,vero beach,fl,329600519,flna,1410,5918,0.998213768
7-eleven 17434,8801 state rd,vero beach,fl,32966,flna,1417,5919,0.788764119
walgreens 4642,5755 20th st,vero beach,fl,329664636,flna,246247,5920,0.993024886
target 1050,5800 20th st,vero beach,fl,329661017,flna,1684509,5921,0.997211039
trading post,175 43rd ave,vero beach,fl,329682308,flna,1824429,5922,0.998213768
travelcenters of ame,8909 20th st,vero beach,fl,329661711,flna,2101554,5923,0.997924864
dollar tree 620,5820 20th st,vero beach,fl,329661017,flna,2138625,5924,0.987024486
cvs 7883,4215 9th st sw,vero beach,fl,329684806,flna,2147469,5925,0.981892228
walgreens 1127,850 43rd ave sw,vero beach,fl,329684068,flna,2238666,5926,0.993024886
big lots 5230,6420 20th st,vero beach,fl,329661029,flna,42014704,5927,0.998213768
dollar general 14658,830 27th ave,vero beach,fl,329604002,flna,42118249,5928,0.998213768
wawa 5202,9050 20th st,vero beach,fl,329666602,flna,42239228,5929,0.998213768
foodbag,9097 20th st,vero beach,fl,329666603,flna,42258135,5930,0.777340472
murphy express 0087,5175 20th st 5175,vero beach,fl,329662204,flna,42339139,5931,0.572355271
cumberland farms 96,975 seaway dr,fort pierce,fl,349493142,flna,11185,5932,0.997873604
cumberland farms 96,1020 shorewinds dr,hutchinson island,fl,349491539,flna,11200,5933,0.997873604
carters grocery,15901 orange ave,fort pierce,fl,349454299,flna,822305,5934,0.998213768
circle k 4386,1624 delaware ave,fort pierce,fl,349503976,flna,1107648,5935,0.979787052
sea market deli,1001 seaway dr,fort pierce,fl,349493143,flna,1673632,5936,0.984892786
j and j subco,2799 n us highway 1,fort pierce,fl,349468924,flna,1947709,5937,0.418303281
family dollar 5616,2210 orange ave,fort pierce,fl,349503798,flna,2098508,5938,0.699296355
save-a-lot 168,605 delaware ave,fort pierce,fl,349508358,flna,2273487,5939,0.998213768
friendly meats,1703 n 17th st,fort pierce,fl,349502145,flna,2419780,5940,0.995405853
d and l,823 orange ave,fort pierce,fl,349504184,flna,2463447,5941,0.598511159
family dollar 8351,1859 n us highway 1,fort pierce,fl,349461406,flna,2480422,5942,0.998213768
dollar general 12408,3106 orange ave,fort pierce,fl,349473535,flna,2508078,5943,0.998213768
loves travel stop,200 s kings hwy,fort pierce,fl,349453001,flna,42094826,5944,0.876248003
loves travel stop,7150 okeechobee rd,fort pierce,fl,349452604,flna,1689928,5945,0.975113868
dollar discount,1717 s us highway 1,fort pierce,fl,349505114,flna,42088970,5946,0.970239342
family dollar 10441,1210 s 25th st,fort pierce,fl,34947,flna,42230573,5947,0.840142133
family dollar 11730,3500 ave d,fort pierce,fl,34947,flna,42288621,5948,0.990589798
family dollar 4044,2437 s us hwy 1,fort pierce,fl,34950,flna,1991572,5949,0.964488149
jabers pharmacy,2210 orange ave,fort pierce,fl,349503798,flna,42264246,5950,0.998213768
dhs trading,1503 angle rd,fort pierce,fl,349477016,flna,42277870,5951,0.997697949
walgreens 3110,692 sw prima vista blvd,port st lucie,fl,349831835,flna,1424094,5952,0.98863709
cvs 4254,301 prima vista blvd,port st lucie,fl,34983,flna,1439380,5953,0.892559707
bayshore shell,702 sw bayshore blvd,port saint lucie,fl,349831866,flna,1511089,5954,0.403114442
cvs 5157,1300 sw st lucie b,port st lucie,fl,349862109,flna,1595345,5955,0.902282178
7-eleven 32624,1650 sw st lucie blvd,port saint lucie,fl,349862107,flna,1693841,5956,0.919000745
walgreens,280 sw port st lucie blvd,port saint lucie,fl,349845044,flna,1734397,5957,0.997465849
walgreens 4804,1661 nw saint lucie west blvd,port st lucie,fl,349862106,flna,1858240,5958,0.98863709
st lucie west bp,1820 sw fountainview blvd,port st lucie,fl,349863441,flna,2016935,5959,0.986572921
bayshore sunoco,1700 sw bayshore blvd,port st lucie,fl,349843503,flna,2050220,5960,0.997080565
murphy usa 7001,160 nw california blvd,port st lucie,fl,349862492,flna,2179268,5961,0.968629658
dollar tree 4123,1749 nw saint lucie west blvd,port saint lucie,fl,349862501,flna,2438041,5962,0.99677676
